Id,SalaryNormalized
68695420,22498.155013401371
68695557,30072.675298334678
68695646,21886.881796881051
68695697,23127.776447663768
68696648,24538.338963796246
68697639,19084.44532613059
68701794,31343.496681238204
68701837,26270.684892564645
68703650,19850.033921889517
68703864,20742.658364332394
68704017,19231.929212681436
68707087,21706.499070043574
68709481,27211.365215371105
68710352,21522.085298976082
68710693,20178.337645723677
68710867,22898.487561312362
68711040,24931.486894071135
68711462,28838.912000201617
68711592,19304.374133088702
68711620,23707.592883035974
68712023,18976.357155801634
68712617,25295.997196571345
68715888,30548.99008328783
68716291,26287.187419004622
68816150,23341.526713727566
68816232,30535.570884019438
68819209,27650.924032670471
68844700,29795.046492831487
68849578,17312.961254864291
68849662,20319.959431042098
69008728,20202.975925081242
69164247,25444.399326675575
69164250,33974.076926125788
69164578,20919.803543668611
69167919,23082.396736540282
69168864,24878.186901048313
69169445,25457.528296501474
69170865,26635.113947726466
69171017,21715.023660374511
69171666,28479.300514338218
69171862,27013.799646320243
69172039,19697.845561324917
69172701,20349.653981240172
69173544,25152.548185809592
69187894,26194.692990566451
69188192,20593.656503459166
69188227,23683.068227190382
69192309,33980.449098726749
69259271,27997.050149431401
69259274,20622.147591859677
69264467,25364.248934084131
69522803,23471.915132328773
69522882,27102.567526444745
69522895,32842.075299947122
69522901,26944.124065397402
69522927,22416.86624946466
69522959,23941.236951584709
69522979,19437.165185353097
69523161,18976.10538707962
69523210,26930.763213106424
69523231,28655.313955455975
69523308,31333.446532409536
69523416,20235.004232611805
69523471,19387.339157269085
69523486,20647.888528606753
69523524,23953.816474233881
69523533,27457.929944418654
69523536,22808.78844864362
69523565,25609.643415886745
69523606,21048.192646676292
69523641,33314.98392147712
69523647,26258.442539349344
69523650,20356.391958037151
69523686,19437.165185353097
69523693,23162.63986020083
69523899,26604.637475408352
69523921,25644.964628275313
69523993,32439.839569340606
69524119,19407.039236512363
69524121,20352.464121185101
69524245,23201.001666751337
69524329,24756.375434043122
69524472,18306.686067816863
69524524,19104.884778372052
69525231,20206.623158422746
69525362,23259.940020232927
69525402,20397.035798931596
69525419,17325.417760823257
69525478,24403.664371518782
69525768,24399.737406429846
69525856,18282.696670099031
69525912,18859.637522164623
69525922,25147.460104508897
69526056,30115.256658133956
69526119,19381.373107196538
69526164,19381.373107196538
69526179,19381.373107196538
69526238,19437.165185353097
69526246,23162.63986020083
69526254,21564.650579046811
69526295,15005.07461337801
69538664,18819.226897324203
69556194,20161.941446427903
69556822,22962.593309616776
69557050,22093.392152568547
69557214,20605.588749413382
69589520,22107.18830111259
69591053,17293.016949617217
69591102,19707.511211170047
69595805,21037.653648933436
69595815,20565.059289915847
69598325,26456.655621794751
69599305,21080.854091104542
69601014,19471.553245610568
69601601,30020.881912767763
69634689,23123.887657407038
69640853,25757.938415994828
69682697,22416.507705854474
69682716,27080.185154371935
69682757,21791.89454708658
69682760,18002.32932833747
69682928,18729.144979898265
69682950,29286.727257726543
69682975,25458.249225723266
69683109,22140.796375366426
69683111,21782.49035664602
69683124,20593.656503459166
69688486,20432.016843297646
69733253,19512.816427257352
69733277,35561.268940104077
69743708,20738.58808074714
69747564,17394.854497789624
69797360,21311.661861560788
69797422,20581.588506716067
69799675,39758.55542460009
69799936,20831.886484124625
69800824,22917.248209456324
69801204,25074.703310624383
69802788,19053.48124660525
69824587,20569.614787677405
69824813,25926.391314257478
69824941,24202.697639931659
69869263,21311.865551291849
69896121,19267.160550775352
69929957,18249.726221794441
69929967,29744.239447224652
69930104,20875.748598490252
69930114,20875.748598490252
69930131,15005.07461337801
69930134,23162.63986020083
69930159,20589.645631884894
69930166,23533.186132081366
69932951,30084.516228572422
69984330,29228.05508699649
69987713,19828.96489150152
69987913,31488.638951494475
69988376,19262.922620827216
69988628,20738.084510163699
69989635,37293.35609082388
69990190,30144.61306176335
69993014,28909.162327933638
69994703,18740.316104228183
69994925,31669.937318167918
69995361,21048.065695503959
69995558,23142.487836359494
69996243,29433.459096495542
69996950,18506.91100819163
69997928,24214.364930732634
70027831,21813.0147763358
70027835,29023.47672848796
70086863,21153.73612446036
70086871,26261.568305225417
70087068,17662.942321534028
70101482,19421.829603355185
70140859,19875.869478151806
70160963,19956.163340608018
70160965,25372.500126968222
70161283,25376.620416193338
70161287,24407.826314173395
70250369,17883.824804138079
70251145,35788.225426670549
70251631,20328.512216880838
70251790,24642.837622878629
70252186,20200.404383090274
70252367,26845.064772890735
70252440,26332.718917567276
70252454,24202.29502337447
70253110,27469.686233850131
70254092,27932.304814742703
70255623,25485.804114267281
70256159,20510.579258003101
70287236,23725.471084935783
70336242,20429.100320625916
70341698,22320.044121874216
70341699,20826.700029388008
70341724,23317.864145906293
70341839,21813.0147763358
70341860,18771.982903098313
70341864,20510.579258003101
70408463,17375.884895552172
70455862,20944.835116536447
70457785,25024.028912391641
70532622,22744.171462709241
70532723,20624.936932304117
70532734,25905.455442598268
70532735,40388.312755769126
70532772,22794.118641166366
70532801,21765.595151331196
70532832,20379.48628812415
70532924,21463.510803066547
70576131,22574.885808510855
70576140,25131.628878826214
70623943,26368.394049937942
70650157,29999.322789000547
70650770,28074.80763142947
70698991,18002.32932833747
70757157,19901.947520583955
70757191,27658.17795225991
70757197,20669.076417445733
70757198,19402.809339379921
70757199,33679.915450472145
70757230,25392.111117518445
70757240,19758.244531998156
70762670,26595.996699098985
70762699,30935.62589149089
71148507,26537.108867602314
71183168,21871.467581700454
71183201,29375.917462482415
71184393,18582.067351953559
71184684,17523.61313650979
71186786,22120.63727328911
71187075,20957.670186003776
71189977,19417.877507858768
71225710,22434.186670681938
71230423,22717.5878804639
71230507,24318.760353397491
71230569,23409.704077230825
71230602,22120.63727328911
71230647,30764.855178521379
71430403,20598.800305947821
71430820,23456.762266266986
71431660,19803.215685511164
71432814,23298.16358199461
71432817,21479.752648655543
71432858,20457.595175145947
71432894,21069.762747338591
71433440,22075.684968977381
71434950,28531.619293697771
71435352,26368.394049937942
71474273,22956.894718116611
71474282,24670.316743361742
71474313,22316.950866720181
71474371,22248.402156729549
71474431,20811.58227101306
71474435,22698.288584076861
71474510,20573.252646504661
71474528,25859.735615513062
71474531,28257.462272007007
71474541,17697.275473724258
71530302,27185.432727292049
71554621,20989.57070210309
71554676,35944.464552320329
71554689,21868.936555488926
71554693,20738.084510163699
71658410,19467.29439335431
71658891,17412.848818559902
71671279,22236.996993656659
71671776,24769.663086428518
71676601,26543.620269394698
71677614,21795.445753492979
71677638,26748.308936740497
71677661,23512.058926690599
71677759,20640.124898629354
71677773,20564.655946321032
71711374,25040.371445139885
71711400,22464.658999239044
71711444,21938.349404615659
71711537,19227.454045288374
71713610,33334.728907711855
71748303,19233.340434751004
71748355,22521.647833140436
71750185,18795.4830947468
71844922,22905.386108411196
71844925,23417.119133126911
71848930,27860.011133588196
71849589,18690.409070048936
71850287,22867.232369243458
71850712,24857.46827457608
71850974,30648.892413443093
71851135,19979.032312373114
71851783,20591.448122966274
71853021,23191.830113309523
71856072,74887.004820757676
71905433,22633.138530507207
71905515,18347.144246279466
71905580,16555.77571817593
72115023,16866.800239695225
72115035,22553.163377912872
72117807,19475.995028803074
72229818,21415.000122188787
72230157,24514.198628358801
72230264,22732.585583814038
72230440,20835.515589588609
72233395,40576.278550822033
72237418,21823.980139055966
72237741,24949.944394512113
72238656,19786.192813261969
72238723,20125.866013558123
72242201,31600.814242099786
72243548,21297.143328607763
72244487,21177.128140385787
72245101,19826.950642969805
72301195,23518.047780720735
72301197,23634.256513628494
72301209,23278.0853099866
72301215,27525.253524274805
72301246,28098.548170630424
72301293,24238.404264247227
72301319,19468.474707263656
72301320,19468.474707263656
72301329,23913.735105907501
72301332,33498.508459223798
72301335,23611.054225505442
72301383,20268.942888304431
72301488,26768.748133457044
72301595,19728.942789505276
72301605,23397.383068126393
72301613,21093.761216524017
72301666,19210.17328931369
72301668,18144.893218120316
72339810,18271.526121319424
72395643,22104.752973571554
72399351,18002.32932833747
72400365,20574.225508070278
72400689,20569.614787677405
72440265,18737.421155076503
72444753,23345.60869152642
72444767,23345.60869152642
72444976,18129.634766971929
72445706,22877.972528223021
72446887,20485.255416960597
72448004,21136.588485475735
72448640,27304.434057693386
72448853,30235.974067879561
72449785,37257.678952560549
72450427,29319.333345752886
72450441,30696.881982958406
72450523,28874.096540531409
72451332,25645.790605542872
72451758,22419.273763719673
72451897,28639.309299823672
72452884,19697.845561324917
72453915,31767.06349549368
72458764,21661.000488469559
72459814,21723.581461966183
72480737,27637.70656271754
72480868,28391.633152584804
72481307,26051.639711928066
72481491,18449.27693795877
72481669,18838.39695977679
72481811,22248.402156729549
72482076,21325.709520140848
72482784,21587.839295219532
72491301,21689.95849397064
72538791,16458.829811979893
72538817,20584.532751745341
72538819,30776.934435413168
72628104,35855.473203988935
72674694,25040.478681375887
72678274,25627.577299186145
72684488,20510.579258003101
72688771,31057.391225053972
72690348,20182.787688155295
72690777,28180.051472842879
72691244,25664.508094042943
72691247,20637.082136245885
72691359,26497.738120487789
72695952,25326.503631786622
72702205,21710.158035443128
72702279,20513.381982241171
34481048,24205.799511923597
58698093,19146.487950456678
62003746,26166.012153517906
62005218,23187.164924692515
62011304,31852.355169034065
63259563,34071.352283974062
63261362,35357.135022166825
64801697,34191.560592086498
66314944,26680.985460332227
66375670,39267.90202093988
66439838,27266.428590261916
66607387,27115.921379966363
66607406,36506.29876023926
66772395,27615.376234231881
66772473,21193.528938971831
66772497,24245.870989512612
66898785,17291.037257821888
66898869,20521.218597976898
66898940,32000.495183739797
67080182,27089.080934845606
67619910,29625.681559518693
67619913,27026.149913394624
67619930,23353.396319327716
67647866,21532.884346135932
67803868,45490.707526844555
67803872,26547.241411462841
67803879,48788.109667106793
67803880,38224.21422398631
68067767,52427.442448158967
68176436,35015.498236817803
68176441,33304.736211749412
68176451,36344.238518307175
68497414,52271.533828216707
68497468,28896.284349401431
68497492,22905.30489118052
68497507,38839.963589682629
68497513,34919.940037601104
68607496,33281.448333064181
68631033,44826.735885929811
68634934,23182.905285951118
68840078,38840.292060394044
68840086,37771.94449861996
68840117,39751.150021495159
68840153,25398.557631709071
68840163,36144.069268612257
68840188,33050.221152863924
68840211,31399.327142015034
68840228,23213.193251810433
68840263,29243.254438752676
68840498,37025.891103079368
69015422,22486.460015828969
69015431,20166.955176559579
69015459,21732.672520629298
69015469,25485.441162348241
69015483,27520.841716996747
69015499,36406.753490044634
69015538,17213.50391411061
69015541,22872.232645689473
69015551,18481.423553188306
69015593,29349.432202088166
69015615,27387.282121791133
69015621,21784.45547762567
69015646,26685.579509210151
69015655,26811.307783398941
69015700,21903.98540778859
69015712,26631.119067775075
69034308,48048.216932195784
69129539,33973.474829957311
69162657,21961.320155955902
69476071,33277.155080895267
69476080,32585.860761669635
69476103,23534.493762041213
69476117,44000.934347606504
69476133,39059.644899647945
69476135,31635.535517133718
69476144,24909.438696997775
69476150,29251.933726132367
69476170,21323.838405058836
69476262,48080.04505488689
69476265,44266.63600280798
69476272,42233.98268633007
69539970,68546.825716849504
69539983,33376.525461753277
69587077,23335.163434112448
69587079,26460.389457630561
69587081,38129.897829233931
69749444,24670.146571818867
69797276,42788.165625265508
69896562,34285.662347223108
69896582,50026.002791051804
69896583,57627.421343050984
69934345,39832.106489766942
69934368,28581.359080489096
69934376,35679.660522955091
69983971,32559.703496647249
69984010,21093.930660776194
70147570,29821.744917856558
70147583,32569.730163773354
70147592,49731.864643298701
70147599,36697.380138568551
70147614,39623.405479771245
70147727,34910.62163226086
70147732,30378.040144063398
70159919,29591.339485351149
70170739,29603.565678172803
70170765,35020.928572210214
70170833,36488.579963516655
70170839,29544.555951663398
70170856,18205.753859178792
70385080,32908.599174964002
70385083,21835.244670027307
70568997,31929.746810961984
70569002,39086.76301630443
70569005,34596.975155783279
70569012,29441.513327977846
70569034,31080.435478202406
70683826,45491.551493287392
70736074,51613.734429122218
70736103,34531.559935547186
70755783,36559.601824737882
70765683,23967.221254854459
70765688,31782.48812477212
70765689,31782.48812477212
70765692,31782.48812477212
70765754,31997.762835696663
70765755,25412.326448511092
70765759,21085.584243672914
70765775,22858.826227765145
70765783,23452.532785885556
71213938,26597.81796246161
71213944,21544.278213690865
71214002,30282.560695746863
71278352,34439.598394720306
71278389,35489.343907213239
71278406,21323.838405058836
71288371,30845.274164646929
71448147,66419.915251083046
71448171,31124.980280053718
71460377,37825.253928632352
71528935,36009.42590191411
71528954,41716.197417378542
71528975,34367.632902660866
71557654,41073.633443543491
71557659,25941.620117548089
71557666,31817.812561395658
71557667,32498.786736531565
71557671,24201.73199855554
71605212,33033.219780848049
71605234,24480.818193975894
71690225,36545.070347349414
71690231,33921.516857945346
71690232,32718.429094536634
71690269,31849.302652328814
71690270,39627.191825886301
71740852,34996.923156278419
71740856,44374.539540572587
71740881,24775.806921373431
71745040,25442.962922659684
71750987,19284.094328204308
71802830,32326.764405409089
71866467,29313.915410645615
71866476,27054.083988215338
71892061,26632.209071442478
71954133,45239.471253382595
71954194,31864.788016604645
72119291,29491.354325680903
72119309,29627.961302608797
72119328,27451.778736613338
72195840,29540.412484109358
72327886,40611.481979859673
72327887,34738.955842341042
72340591,27552.346675115801
72340594,24341.863496605329
72340596,33813.093632116848
72340602,29407.92342781425
72340604,27110.181871319608
72477909,33014.828762249701
72478343,27647.057644917139
72540756,25895.409712422574
72540758,25075.652145615542
72683171,29279.153407847029
56292469,39881.254538336354
56292535,31124.309097830534
56292568,31261.200499924955
56292687,32460.635201183861
56292689,39854.650093958728
56292813,33310.558417689783
56292829,38373.285958297383
57867278,32513.80332702649
57867288,32513.80332702649
58650319,34704.839881681721
62119542,31252.095350659391
62124789,32858.618623679722
62124801,26809.652316755059
62124810,32958.737962815772
63777463,31379.767441237935
64508755,30725.749781294908
65439899,31799.427795193456
65620121,35952.316696942762
65744170,52345.887652588695
65801226,32115.779800962235
66340619,42171.466024614238
66519174,30363.964025979873
66545457,24608.138545852846
66545517,25472.452410462371
66545592,26439.156499353452
66545599,33966.549408408515
66545617,25919.019803261875
66545629,23167.287575763934
66545818,23220.659788770805
66751180,21293.318081814439
66751196,36293.940997374244
66751206,27622.868714601722
66751237,22043.64530190398
66981302,42993.223330909263
66987538,23814.115490292505
67004654,83172.648514885965
67107963,25139.560444641011
67108003,30012.93155360904
67322974,38521.378841824058
67446966,23081.642912439434
67447054,25271.7520201425
67447110,34047.829105488549
67812615,22078.943177268797
67933530,29709.132741429803
67994219,36089.461154771729
67994288,34335.558766553993
67994303,35397.3339329398
68179953,33527.940049491313
68185497,34268.907182879964
68213840,67774.696037434929
68213855,61768.864532945016
68445857,24717.06015319602
68445956,26438.066322440383
68446612,19492.613659415947
68446639,20619.883980640268
68446646,18007.067618920519
68446654,24574.676216569769
68446794,18505.438698322505
68446817,27681.424618199628
68447592,22353.457042946251
68447745,15935.192877014862
68447748,30414.796117020804
68447756,14561.458122601964
68448269,21685.986749224245
68448818,38933.665428218424
68554301,31992.202433354236
68561179,42352.577785542308
68586342,74069.486380117771
68608788,30378.608242112263
68625538,44215.978425402682
68625571,32337.493679704832
68634438,36043.823073451276
68672639,28906.633267384801
68673011,38299.59261655376
68673335,33631.192524197584
68673746,37570.456875177115
68674192,32616.637555321635
68677202,31356.297510214907
68677738,30846.669484640985
68677797,32524.779493965449
68678158,33774.231206692428
68678902,31875.037273418558
68679657,35351.285989354117
68679813,38308.123255968254
68680201,40548.82051732501
68680421,28171.083239659372
68681089,36020.187756834748
68682700,30323.514184344556
68682912,31136.625742849705
68683400,52187.960869558934
68683843,29004.013317878518
68684160,33202.902514820598
68685019,30747.847536955949
68685431,33243.186208683815
68687176,25537.597181022964
68687395,29120.251351808751
68687907,29873.039318184572
68688414,36312.60522575309
68688666,36981.995292143831
68688816,27668.377069072842
68689660,46270.018982930524
68689752,33828.785999547632
68690337,31283.255951399671
68690620,34223.178779010086
68692241,22593.384008516492
68693974,31942.943220253499
68694846,55856.076228311933
68695509,33619.067980023261
68697252,28472.523122861894
68701805,27842.294727403925
68703188,31521.227335198237
68704023,25444.298435389563
68704431,36020.187756834748
68707679,33711.720744184604
68708730,38138.485481403892
68712934,31069.474393925091
68713452,32093.788372416275
68790941,34000.572670434965
68839879,32523.199573536662
68840180,24494.928865560574
68840214,33895.393527170279
68991950,48415.960958633368
68991959,31308.265523110687
69049290,24565.043180325014
69076771,26642.943961143643
69077554,37055.387958932712
69077585,29690.270804897074
69077586,48316.616325420873
69077631,18128.610373697236
69077635,45754.251351849533
69077961,37760.229950660803
69077974,35843.64176801424
69077992,32823.588041362389
69078000,41382.200163951922
69078027,24098.538132563335
69078071,42263.945854511156
69078081,34226.999414168022
69078134,41794.574482141034
69084728,20902.30347109534
69084878,21990.588234441657
69084908,23388.326485272999
69142927,23454.186431490591
69142941,28353.746119604879
69143434,45881.038588514901
69143453,27516.531459103582
69145322,20001.144707302581
69145336,31581.64885999625
69145721,30394.007155810443
69145740,26903.134874926913
69146225,40609.205196617273
69147140,67950.93876050516
69147186,43318.178607083886
69147191,46810.699519978269
69147361,31379.767441237935
69147398,22078.943177268797
69147430,22078.943177268797
69147433,22078.943177268797
69168555,30435.751476186226
69169447,35453.967828805333
69169567,33483.834921003079
69171171,28165.400005971689
69173388,31262.53497484274
69209507,33222.4407963591
69209738,25519.291161240628
69219402,31714.278817492439
69265664,44939.288048536786
69474483,30846.669484640985
69474492,65721.625139882963
69530223,36089.329033295457
69551554,21667.627600640637
69551692,34718.536859236709
69558074,27796.627987675682
69558076,33288.201879806715
69558079,30128.883495512469
69558081,32151.747854594389
69558115,39645.022290930385
69568272,36089.95100238904
69591376,29672.54319646849
69591384,21006.793534689838
69591522,21006.793534689838
69591537,21006.793534689838
69591556,21006.793534689838
69592573,39385.14777944189
69593009,39493.312512937315
69594513,23235.977509724664
69599272,28603.920888496457
69599339,29121.267637554807
69600944,27783.871246699222
69601388,35093.639115735743
69601399,30390.895341328225
69690489,36107.146921035237
69732311,49232.048171850103
69732325,41977.064376917078
69762835,24102.55419553793
69763009,22816.719112721326
69768054,24599.761569674964
69775212,35880.784239334891
69775226,30300.236574682003
69783535,29948.519215018438
69783577,29841.364576750129
69801086,48769.788405587889
69801510,30966.506156245588
69804384,32055.346611484143
69858913,52471.450734478014
69859077,35422.875987799678
69859078,31871.032629175257
69864586,54137.590795696713
69956249,29064.489548514357
69956268,23167.287575763934
69956271,25874.030668437448
69959273,25694.39405877396
69959274,35030.963775563781
69959594,24951.276239400231
69965179,41128.432751294808
69965220,29914.978076583368
69974125,29469.978836750543
69990098,26857.486552859955
69998882,31173.527665066951
70100921,44148.753542652994
70160574,42578.43116487049
70189446,26037.086501620746
70204869,25845.976665325266
70220564,38643.255179042033
70220577,50609.405111801738
70220622,40138.49482818885
70222029,29815.318656137726
70222036,39181.332205296363
70222037,29599.252521172479
70240861,21006.793534689838
70240870,21006.793534689838
70253703,30873.811565393953
70255942,30620.192608104728
70321432,34830.127177936127
70321465,31485.671742530154
70321719,43883.684208529798
70322082,43308.465076345754
70322088,31983.802823477061
70322122,30304.340290177694
70322123,31384.443217370004
70322212,51271.634859234073
70322218,41059.033840302844
70322251,34591.195038110294
70322305,32865.69524770046
70384616,38555.412851846908
70384724,40700.325216986959
70441969,29015.405040040161
70441992,33826.253670341037
70442019,45748.756934731806
70442026,40700.325216986959
70533702,61441.358439390038
70568604,65895.806131032426
70568657,49695.629803766868
70593012,19027.330225759666
70593219,24808.993858608716
70598800,20453.746826432052
70609684,31023.940450939044
70609685,35254.934267651915
70609708,26286.887650022312
70609710,69320.110093271651
70609714,28182.501428739855
70609722,35137.12365484047
70609724,42147.908470966097
70609732,39608.967290359535
70609738,37201.06027146236
70621588,32291.519851054039
70628455,44973.117445691292
70628530,41003.923639548542
70673623,35228.15058730662
70673684,27708.170512542561
70691304,36037.068709384825
70691444,43365.548298791357
70692059,40034.369553622193
70735858,38984.760704017761
70754735,31031.361741385415
70757632,35543.842850037938
70824804,24106.182538093319
70825108,23401.60521780288
70825195,24387.045033032271
70825228,23346.050767686083
71071077,33819.535594138113
71071126,43458.742407593207
71071135,37105.508683792134
71071459,37351.975556979123
71071484,40882.799989216663
71077945,28787.00632175701
71096156,67291.713590573825
71122744,48196.796340816785
71122755,37870.385314589555
71122770,41306.215909888117
71122813,34245.536446312472
71123118,41000.778179780216
71184926,35233.321309795108
71186965,27236.30089001251
71188667,31240.167533702243
71188992,29072.585599310809
71188997,41136.036635204713
71227021,42001.577077892973
71235252,27857.522110202208
71270290,25893.524245779863
71278247,31648.785340891893
71290548,26675.416619137333
71292992,21586.369860866325
71315477,22658.992123515029
71315876,22311.205645931404
71315894,24244.408415105529
71366153,37095.885905853924
71366175,39877.558913187364
71366181,28654.542100747309
71366201,31720.293506156875
71394713,36319.356675203882
71394714,38557.612473809502
71394727,56114.729962403551
71394762,23814.115490292505
71394776,22078.943177268797
71394792,33614.25615836824
71428798,31069.474393925091
71429560,19662.789192298504
71431414,36900.734615162422
71432033,24283.565810460183
71432096,29014.226283796048
71432643,48418.916206307105
71434028,40882.599962464214
71435019,39856.162865696737
71526988,46058.31225238357
71527007,32473.333538811519
71527012,32582.989381996686
71573166,38108.350936559727
71573252,31253.074746813367
71573276,30010.285970500114
71592849,35827.892777552202
71605429,78244.459747704925
71629161,35715.637586332188
71629163,30420.064424811215
71629182,36252.813540304764
71629192,26470.781475358759
71629205,40199.501963436509
71629206,40056.563814796384
71650302,21006.793534689838
71650308,32635.105139247116
71650317,21006.793534689838
71675319,33563.21879560619
71676154,30596.98513949052
71676238,39406.862592744961
71678241,29924.024693453619
71678457,41347.76125631269
71706344,39718.930806782948
71708085,32442.518101685757
71714823,33044.753952248793
71740816,46710.842877919917
71765579,24244.408415105529
71766099,32262.485124503099
71771801,48164.222339861895
71772869,38398.126830522131
71793825,32875.269142343794
71795288,34611.194285917838
71814241,36084.91579826871
71814274,39963.326861713736
71846464,38723.658774616793
71848046,31497.805429370615
71848056,32030.577478540596
71848203,29184.713190278588
71851980,36909.269414825831
71852910,33901.730547399755
71908727,37001.455016020343
72229222,40967.57378509306
72230725,34008.799218081855
72233010,31784.363519735794
72234057,34474.144878899227
72236972,29736.082474653198
72237889,33172.614016948006
72238259,35997.75640031114
72239028,24149.253329609524
72239065,24320.853998635197
72239975,29705.589594917299
72240199,20824.238720534042
72242770,39226.000191486404
72242796,46254.925363702125
72244360,30390.895341328225
72294453,29193.012983723827
72295175,30627.625257288688
72327846,34773.881168497071
72396112,40148.054451804732
72403100,35494.566068882217
72403217,69659.222068002069
72403223,44988.527300892267
72403302,20626.370301424613
72403423,44009.434220195457
72403435,30378.608242112263
72439015,40681.592108731333
72445664,31262.882688821399
72445791,46507.814005807231
72446218,36277.602357490388
72446397,26827.377269502871
72446817,40402.471126784963
72449605,30359.637272397333
72450198,30181.168128834641
72450333,27231.266365703628
72450806,28352.439763167011
72450870,29004.013317878518
72450946,27709.827291507325
72451706,41550.781501004763
72452236,30812.701237210531
72457765,33443.660821061625
72478162,38154.85164717913
72481632,25764.326938155704
72481705,29853.949398146804
72483964,39731.57560248833
72484394,40241.566409288447
72514655,36020.187756834748
72601796,22496.844641161952
72604749,28691.163113861669
72626223,33148.109593705194
72661222,48769.788405587889
72691652,21632.175862145985
72693700,29350.187609079418
72694220,44566.180101252132
72695026,48266.653957445822
72695493,38247.706663450845
72703404,49929.033874069813
72703406,35639.799462243871
14663195,27493.871055250278
34019874,29984.705402070846
52014942,27729.037265493189
52015909,28634.113102874668
52206246,36766.415030370132
53263337,29995.841723765127
53856607,36021.6772134407
57060950,36635.568861320935
57256332,37432.434531620456
57470311,28972.864999630347
58441697,32092.591423458274
58698018,29800.808188476094
58988131,26487.808393516625
59245404,29821.77535058471
59668597,32837.783972185185
59835095,35896.896843080962
59835098,32506.19386936443
59835312,36912.755919462514
60070354,22936.357965726223
60276346,34100.03336575938
61261132,35208.173290499668
61572995,25557.917012973772
61836258,28295.035093449686
62004208,26935.643302736033
62004377,27171.198648243644
62004396,26644.94498817905
62004514,24599.655763527695
62004520,24599.655763527695
62004526,28600.36268735498
62004527,24804.631934094294
62004534,26499.893220804061
62004607,26608.253388981422
62004610,25520.49047760039
62004628,27874.602085707822
62004634,33579.769474805566
62004719,33222.342802597894
62004927,24552.471036259998
62005146,24355.202537224148
